40931,7,42.741082,13.900000
42188,9,43.106574,13.900000
45427,9,44.106574,0.587624
54628,9,47.106548,13.900000
58926,12,48.410618,0.478713
58926,9,48.410618,13.900000
62163,15,49.146758,13.900000
63776,13,49.620023,13.900000
90654,15,56.146758,6.587624
93857,18,56.745056,13.900000
95923,19,57.133811,13.900000
95924,19,57.134055,13.900000
96868,21,57.249756,13.649981
96869,21,57.250013,13.649981
98694,13,57.620023,7.587624
112796,15,60.146754,13.900000
112798,15,60.147255,8.450000
135342,21,64.249749,6.574268
138507,18,64.745295,13.900000
140012,27,65.010424,13.900000
140013,27,65.010681,13.900000
140014,27,65.010951,13.900000
140356,25,65.038600,13.900000
140357,25,65.038805,13.900000
140358,25,65.039049,13.900000
140920,24,65.109884,13.885355
140921,24,65.110089,13.885355
147398,19,66.133814,8.587624
148471,21,66.249749,0.529580
148471,18,66.249749,1.450000
151508,18,66.745064,0.739790
159468,24,68.109884,0.450000
159468,21,68.109884,2.586174
179163,21,71.249748,13.900000
179164,21,71.250005,13.900000
179165,21,71.304412,8.450000
188018,30,72.622957,13.143338
188019,30,72.623149,13.143338
188020,30,72.623419,0.362155
188020,21,72.623419,13.143338
188021,30,72.623637,13.143338
190157,33,72.822581,13.900000
190158,33,72.822838,13.900000
190159,33,72.823082,13.900000
190160,33,72.823352,13.900000
191774,27,73.010427,3.479991
197057,31,73.707345,13.900000
197058,31,73.707563,13.900000
197059,31,73.707755,13.900000
197060,31,73.708025,13.900000
199898,25,74.038601,8.087624
213329,33,75.822581,0.335235
213329,2,75.822581,2.587624
213330,33,75.822838,2.566650
213330,30,75.822838,2.587624
215342,24,76.109878,1.661939
222091,27,77.010427,0.670322
222091,2,77.010427,0.176350
234319,6,78.707371,4.487624
234319,31,78.707371,13.900000
242645,33,79.822581,0.125392
242645,24,79.822581,3.450000
247348,39,80.436837,12.490510
247349,39,80.437081,12.490510
247350,39,80.437312,12.490510
247351,39,80.437556,0.041121
247351,24,80.437556,12.490510
247352,39,80.437813,12.490510
247353,39,80.438005,12.490510
248890,29,80.614596,9.449244
251773,36,80.844856,10.707908
251774,36,80.845087,10.707908
251775,36,80.845344,10.707908
251776,36,80.845614,10.707908
252474,37,80.927002,13.853410
252475,37,80.927259,13.853410
252476,37,80.927542,13.853410
252477,37,80.927734,13.853410
252478,37,80.927978,13.853410
268117,33,82.822581,0.925063
268117,8,82.822581,2.450000
273557,39,83.436836,0.289788
273557,8,83.436836,2.551838
274493,29,83.614596,2.548012
274494,29,83.614866,2.548012
275594,31,83.707358,13.000000
283889,31,84.707345,0.899096
40931,7,42.741082,13.900000
42188,9,43.106574,13.900000
45427,9,44.106574,0.587624
54628,9,47.106548,13.900000
58926,12,48.410618,0.478713
58926,9,48.410618,13.900000
62163,15,49.146758,13.900000
63776,13,49.620023,13.900000
90654,15,56.146758,6.587624
93857,18,56.745056,13.900000
95923,19,57.133811,13.900000
95924,19,57.134055,13.900000
96868,21,57.249756,13.649981
96869,21,57.250013,13.649981
98694,13,57.620023,7.587624
112796,15,60.146754,13.900000
112798,15,60.147255,8.450000
135342,21,64.249749,6.574268
138507,18,64.745295,13.900000
140012,27,65.010424,13.900000
140013,27,65.010681,13.900000
140014,27,65.010951,13.900000
140356,25,65.038600,13.900000
140357,25,65.038805,13.900000
140358,25,65.039049,13.900000
140920,24,65.109884,13.885355
140921,24,65.110089,13.885355
147398,19,66.133814,8.587624
148471,21,66.249749,0.529580
148471,18,66.249749,1.450000
151508,18,66.745064,0.739790
159468,24,68.109884,0.450000
159468,21,68.109884,2.586174
179163,21,71.249748,13.900000
179164,21,71.250005,13.900000
179165,21,71.304412,8.450000
188018,30,72.622957,13.143338
188019,30,72.623149,13.143338
188020,30,72.623419,0.362155
188020,21,72.623419,13.143338
188021,30,72.623637,13.143338
190157,33,72.822581,13.900000
190158,33,72.822838,13.900000
190159,33,72.823082,13.900000
190160,33,72.823352,13.900000
